"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Mirror.M_AVP2_Mirror","0","0","23","1","0.000000","0","0"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Glass.M_AVP2_Glass","0","0","35","1","0.000000","0","0"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Metal.M_AVP2_Metal","0","0","23","1","0.000000","0","0"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_CandleWax.M_AVP2_CandleWax","0","0","23","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","69","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","4","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Metal/metal_shutters.metal_shutters","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/tile_trim_clean/tile_trim_clean___default.tile_trim_clean___default","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Glass/Glass.Glass","0","0","37","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/tile_trim_clean/tile_trim_clean__color_pckr.tile_trim_clean__color_pckr","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/tile_trim___default.tile_trim___default","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Decals_Signs/stickers_decals.stickers_decals","0","0","42","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Ground_Rubble/trash_pile.trash_pile","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","60","3","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Ground_Rubble/dirt_pebble_pile.dirt_pebble_pile","0","0","42","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Ground_Rubble/Road.Road","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Glass/Glass_Cracked.Glass_Cracked","0","0","37","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Rust/decal_rust_dripping_a01.decal_rust_dripping_a01","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Concrete/concrete_trim.concrete_trim","0","0","23","1","0.000000","0","0"
"/Game/ModularSchool/source/textures/Vendy.Vendy","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Rust/decal_rust_dripping_b04.decal_rust_dripping_b04","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Rust/decal_rust_dripping_b03.decal_rust_dripping_b03","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Rust/decal_rust_dripping_b01.decal_rust_dripping_b01","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Glass/Glass_Shards.Glass_Shards","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","56","6","0.000000","0","5"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","53","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","139","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","679","1","0.000000","0","172"
"/Game/ModularBuildingSet/NEwerstuff/initialShadingGroup.initialShadingGroup","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Game/ModularBuildingSet/NEwerstuff/VendingSign.VendingSign","0","0","14","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Cloth/cloth_awning_intact__default.cloth_awning_intact__default","0","0","42","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/bricks_red.bricks_red","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Metal/metal_trim___default.metal_trim___default","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Metal/metal_trim__roughness+color_pckr.metal_trim__roughness+color_pckr","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/Posters/Poster_Drama.Poster_Drama","0","0","23","1","0.000000","0","0"
"/Game/ModularBuildingSet/Posters/Poster1.Poster1","0","0","23","1","0.000000","0","0"
"/Game/Poster4.Poster4","0","0","23","1","0.000000","0","0"
"/Game/Poster3.Poster3","0","0","23","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Teeth2_OcclusionRoughnessMetallic_Mat.Mascot_1_UV_Teeth2_OcclusionRoughnessMetallic_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Teeth2_Normal_Mat.Mascot_1_UV_Teeth2_Normal_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Teeth1_Normal_Mat.Mascot_1_UV_Teeth1_Normal_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Teeth1_BaseColor_Mat.Mascot_1_UV_Teeth1_BaseColor_Mat","0","0","28","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Neck_OcclusionRoughnessMetallic_Mat.Mascot_1_UV_Neck_OcclusionRoughnessMetallic_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Teeth2_BaseColor_Mat.Mascot_1_UV_Teeth2_BaseColor_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Teeth1_OcclusionRoughnessMetallic_Mat.Mascot_1_UV_Teeth1_OcclusionRoughnessMetallic_Mat","0","0","14","1","0.000000","0","0"
"/Game/ModularBuildingSet/Posters/Poster2.Poster2","0","0","23","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Jacket_Normal_Mat.Mascot_1_UV_Jacket_Normal_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Jacket_BaseColor_Mat.Mascot_1_UV_Jacket_BaseColor_Mat","0","0","28","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Inner_Skin_OcclusionRoughnessMetallic_Mat.Mascot_1_UV_Inner_Skin_OcclusionRoughnessMetallic_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Inner_Skin_Normal_Mat.Mascot_1_UV_Inner_Skin_Normal_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Inner_Skin_BaseColor_Mat.Mascot_1_UV_Inner_Skin_BaseColor_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Hat_OcclusionRoughnessMetallic_Mat.Mascot_1_UV_Hat_OcclusionRoughnessMetallic_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Hat_Normal_Mat.Mascot_1_UV_Hat_Normal_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Hat_BaseColor_Mat.Mascot_1_UV_Hat_BaseColor_Mat","0","0","28","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Faceplate_OcclusionRoughnessMetallic_Mat.Mascot_1_UV_Faceplate_OcclusionRoughnessMetallic_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Neck_Normal_Mat.Mascot_1_UV_Neck_Normal_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Neck_BaseColor_Mat.Mascot_1_UV_Neck_BaseColor_Mat","0","0","28","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Jacket_OcclusionRoughnessMetallic_Mat.Mascot_1_UV_Jacket_OcclusionRoughnessMetallic_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Eye_Normal_Mat.Mascot_1_UV_Eye_Normal_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Eye_BaseColor_Mat.Mascot_1_UV_Eye_BaseColor_Mat","0","0","28","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Belly_Normal_Mat.Mascot_1_UV_Belly_Normal_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Faceplate_Normal_Mat.Mascot_1_UV_Faceplate_Normal_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Faceplate_BaseColor_Mat.Mascot_1_UV_Faceplate_BaseColor_Mat","0","0","28","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Eye_OcclusionRoughnessMetallic_Mat.Mascot_1_UV_Eye_OcclusionRoughnessMetallic_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Belly_OcclusionRoughnessMetallic_Mat.Mascot_1_UV_Belly_OcclusionRoughnessMetallic_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Belly_BaseColor_Mat.Mascot_1_UV_Belly_BaseColor_Mat","0","0","28","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Arms_Legs_OcclusionRoughnessMetallic_Mat.Mascot_1_UV_Arms_Legs_OcclusionRoughnessMetallic_Mat","0","0","14","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Arms_Legs_Normal_Mat.Mascot_1_UV_Arms_Legs_Normal_Mat","0","0","28","1","0.000000","0","0"
"/Game/Models/Entity/textures/Mascot_Textures/Mascot_1_UV_Arms_Legs_BaseColor_Mat.Mascot_1_UV_Arms_Legs_BaseColor_Mat","0","0","28","1","0.000000","0","0"
"/Game/Models/Key/Model/Textures/Key.Key","0","0","23","1","0.000000","0","0"
"/Game/Models/Camera/Cam_Textures/CameraMat.CameraMat","0","0","14","1","0.000000","0","0"
"/Game/Models/Camera/CameraMat.CameraMat","0","0","28","1","0.000000","0","0"
"/Game/Models/Key/Model/Ring.Ring","0","0","14","1","0.000000","0","0"
"/Game/ModularSchool/Materials/M_Plant1.M_Plant1","0","0","42","1","0.000000","0","0"
"/Game/ModularSchool/Materials/M_Papers.M_Papers","0","0","42","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/brick_wall_orange.brick_wall_orange","0","23","1","1","18.533159","0","76"
"/Game/ModularBuildingSet/materials/Metal/metal_trim_clean/metal_trim_clean___default.metal_trim_clean___default","0","23","1","1","18.133047","0","96"
"/Game/Models/Poster_Bully.Poster_Bully","0","0","23","1","0.000000","0","0"
"/Game/Models/Logo_Decal.Logo_Decal","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_TV.M_TV","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Toilet.M_Toilet","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/T_Table_Lamp.T_Table_Lamp","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Round_table.M_Round_table","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Old_Table.M_Old_Table","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Old_Chair.M_Old_Chair","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Office_Chair.M_Office_Chair","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Modern_Bed_2.M_Modern_Bed_2","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Elegant_chair.M_Elegant_chair","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Coffee_Table.M_Coffee_Table","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Military_Bed_Matress_with_Blanket.M_Military_Bed_Matress_with_Blanket","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Military_Bed_Matress.M_Military_Bed_Matress","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Military_Bed_Grid.M_Military_Bed_Grid","0","0","33","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Military_Bed.M_Military_Bed","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_table.M_Classic_table","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Picture.M_Classic_Picture","0","0","23","1","0.000000","0","0"
"/Game/ModularSchool/Materials/M_LightsOn.M_LightsOn","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Cupboard.M_Classic_Cupboard","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_chair.M_Classic_chair","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Commode.M_Classic_Commode","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_1.M_Bed_Lamp_1","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_2.M_Bed_Lamp_2","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","96"
"/Game/ModularSchool/Materials/M_DarkWood.M_DarkWood","0","0","25","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Picture.M_Picture","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Bathtub.M_Bathtub","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Art_2.M_Art_2","0","0","23","1","0.000000","0","0"
"/Game/ModularSchool/Materials/M_BlackBoardDecal.M_BlackBoardDecal","0","0","42","1","0.000000","0","0"
"/Game/ModularSchool/Materials/M_Folliage.M_Folliage","0","0","42","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseTexture.M_BaseTexture","0","0","66","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/brick_wall_grey.brick_wall_grey","0","23","1","1","17.621031","0","94"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette.M_BaseColorPalette","0","0","66","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette_EMS.M_BaseColorPalette_EMS","0","0","41","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_AlphaTest.M_AlphaTest","0","0","42","1","0.000000","0","0"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Mirrors.M_AVP2_Mirrors","0","0","23","1","0.000000","0","0"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_FlameLick.M_AVP2_FlameLick","0","0","10","1","0.000000","0","0"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Alphabet.M_AVP2_Alphabet","0","0","23","1","0.000000","0","0"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Deco.M_AVP2_Deco","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","145","1","0.000000","0","0"
"/Game/SFX/Fog.Fog","0","0","5","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Modern_Table_top.M_Modern_Table_top","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Leather_sofa_2.M_Classic_Leather_sofa_2","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Modern_Cupboard.M_Modern_Cupboard","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Commode.M_Commode","0","0","23","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_SubSurface.M_SubSurface","0","0","80","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Leather_sofa.M_Classic_Leather_sofa","0","0","23","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Classic_Leather_armchair.M_Classic_Leather_armchair","0","0","23","1","0.000000","0","0"
"/Game/PN_IvyPack/Materials/MA_dynamicFoilage.MA_dynamicFoilage","0","0","111","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Plants.M_Plants","0","0","84","1","0.000000","0","0"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Game/AdvancedGlassPack/Materials/01_Clean/M_Glass_CleanMaster.M_Glass_CleanMaster","0","0","72","2","0.000000","0","222"
"/Game/AdvancedGlassPack/Materials/03_Frozen/M_Glass_FrozenMaster.M_Glass_FrozenMaster","0","0","35","1","0.000000","0","0"
